ID_Cliente,Evasion,Genero,Adulto_Mayor,Pareja,Dependientes,Antiguedad_Meses,Servicio_Telefonico,Multiples_Lineas,Servicio_Internet,Seguridad_Online,Copia_Seguridad_Online,Proteccion_Dispositivo,Soporte_Tecnico,Streaming_TV,Streaming_Peliculas,Contrato,Facturacion_Electronica,Metodo_Pago,Cargos_Mensuales,Cargos_Totales,Cuentas_Diarias
5013-SBUIH,Yes,Femenino,No,No,No,50,Si,Si,Fibra optica,Si,Si,No,Si,Si,Si,Doble,Si,Cheque electrónico,109.65,5551.15,3.66
5014-GSOUQ,No,Masculino,No,No,No,13,Si,No,No,Sin servicio de internet,Sin servicio de internet,No internet service,No internet service,No internet service,No internet service,Doble,No,Cheque por correo,19.95,243.65,0.66
5014-WUQMG,No,Masculino,No,Si,Si,47,Si,No,Fibra optica,Si,Si,Si,No,No,Si,Anual,Si,Cheque electrónico,96.1,4391.45,3.2
5016-ETTFF,Yes,Masculino,No,No,No,10,No,Sin servicio telefonico,DSL,No,No,Si,No,No,No,Mensual,No,Cheque por correo,29.5,255.25,0.98
5016-IBERQ,No,Masculino,No,Si,No,23,Si,Si,Fibra optica,No,Si,Si,No,No,No,Mensual,No,Cheque electrónico,84.25,1968.1,2.81
5016-LIPDW,No,Masculino,No,Si,Si,57,Si,No,No,Sin servicio de internet,Sin servicio de internet,No internet service,No internet service,No internet service,No internet service,Anual,No,Cheque por correo,19.4,1061.6,0.65
5018-GWURO,No,Femenino,No,Si,No,56,Si,Si,Fibra optica,No,No,No,No,Si,No,Mensual,Si,Transferencia bancaria,85.6,4902.8,2.85
5018-HEKFO,No,Femenino,No,No,No,10,Si,Si,No,Sin servicio de internet,Sin servicio de internet,No internet service,No internet service,No internet service,No internet service,Mensual,Si,Cheque por correo,24.5,270.15,0.82
5018-LXQQG,No,Femenino,No,Si,Si,30,Si,No,DSL,Si,No,No,Si,No,Si,Mensual,No,Transferencia bancaria,66.3,1923.5,2.21
5019-GQVCR,No,Masculino,Si,No,No,43,Si,Si,Fibra optica,No,No,No,No,Si,No,Mensual,Si,Cheque electrónico,84.85,3645.6,2.83
5020-ZSTTY,Yes,Femenino,Si,No,No,54,Si,Si,DSL,Si,Si,No,Si,Si,Si,Anual,No,Transferencia bancaria,82.45,4350.1,2.75
5022-JNQEQ,No,Femenino,No,Si,Si,9,Si,No,Fibra optica,No,No,No,Si,No,No,Mensual,Si,Cheque electrónico,75.85,647.5,2.53
5022-KVDQT,No,Masculino,No,No,No,27,Si,Si,Fibra optica,No,No,Si,No,No,No,Mensual,Si,Cheque electrónico,81.3,2272.8,2.71
5025-GOOKI,No,Femenino,No,No,No,20,Si,No,No,Sin servicio de internet,Sin servicio de internet,No internet service,No internet service,No internet service,No internet service,Mensual,Si,Tarjeta de credito,18.9,347.65,0.63
5027-QPKTE,Yes,Masculino,No,Si,No,7,Si,No,Fibra optica,No,No,No,No,No,No,Mensual,Si,Cheque electrónico,69.35,451.1,2.31
5027-XWQHA,Yes,Masculino,No,No,No,6,Si,No,DSL,No,No,No,No,No,No,Mensual,No,Cheque electrónico,44.75,270.95,1.49
5027-YOCXN,No,Masculino,No,Si,Si,51,Si,Si,Fibra optica,Si,Si,No,Si,Si,Si,Anual,No,Tarjeta de credito,110.05,5686.4,3.67
5028-GZLDO,Yes,Masculino,No,No,No,2,Si,No,Fibra optica,No,No,No,No,No,No,Mensual,No,Tarjeta de credito,70.7,140.7,2.36
5028-HTLJB,Yes,Masculino,Si,No,No,1,Si,No,No,Sin servicio de internet,Sin servicio de internet,No internet service,No internet service,No internet service,No internet service,Mensual,No,Cheque por correo,20.05,20.05,0.67
5032-MIYKT,No,Femenino,No,No,No,1,Si,No,Fibra optica,No,No,No,No,No,No,Mensual,Si,Cheque por correo,70.7,70.7,2.36
5032-USPKF,No,Femenino,No,No,No,38,Si,Si,DSL,Si,Si,Si,No,Si,Si,Anual,No,Transferencia bancaria,84.1,3187.65,2.8
5035-BVCXS,No,Masculino,No,No,No,11,Si,No,Fibra optica,No,Si,No,No,No,No,Mensual,Si,Cheque por correo,75.9,866.4,2.53
5035-PGZXH,No,Femenino,No,No,No,56,Si,Si,Fibra optica,No,Si,Si,No,Si,Si,Anual,Si,Cheque electrónico,106.8,5914.4,3.56
5038-ETMLM,No,Femenino,No,Si,No,72,Si,Si,Fibra optica,Si,Si,Si,Si,Si,Si,Doble,Si,Transferencia bancaria,113.65,8182.75,3.79
5039-LZRQT,No,Femenino,No,No,No,13,Si,No,No,Sin servicio de internet,Sin servicio de internet,No internet service,No internet service,No internet service,No internet service,Anual,No,Cheque por correo,20.2,273.25,0.67
5043-TRZWM,No,Femenino,No,No,No,1,Si,No,Fibra optica,No,No,Si,No,No,No,Mensual,No,Cheque electrónico,75.55,75.55,2.52
5044-LRQAQ,No,Femenino,No,Si,No,7,Si,No,Fibra optica,No,No,No,No,No,No,Mensual,Si,Transferencia bancaria,69.2,477.55,2.31
5044-XDPYX,No,Femenino,No,Si,No,51,Si,Si,No,Sin servicio de internet,Sin servicio de internet,No internet service,No internet service,No internet service,No internet service,Doble,No,Cheque por correo,25.5,1281.25,0.85
5046-NUHWD,No,Femenino,Si,Si,No,29,No,Sin servicio telefonico,DSL,Si,No,Si,No,No,Si,Mensual,Si,Cheque electrónico,45.0,1228.65,1.5
5047-LHVLY,Yes,Masculino,Si,No,Si,1,Si,No,DSL,No,No,Si,No,No,No,Mensual,Si,Cheque por correo,50.15,50.15,1.67
5049-GLYVG,Yes,Masculino,No,No,No,1,Si,No,No,Sin servicio de internet,Sin servicio de internet,No internet service,No internet service,No internet service,No internet service,Mensual,No,Cheque por correo,20.6,20.6,0.69
5049-MUBWG,No,Masculino,No,No,No,26,Si,No,DSL,Si,No,No,Si,Si,Si,Anual,No,Transferencia bancaria,75.0,1908.35,2.5
5052-PNLOS,Yes,Masculino,No,No,No,3,Si,Si,Fibra optica,No,Si,Si,No,Si,Si,Mensual,Si,Transferencia bancaria,105.35,323.25,3.51
5054-IEXZT,Yes,Masculino,No,No,Si,1,Si,No,Fibra optica,No,Si,No,No,No,No,Mensual,Si,Cheque electrónico,75.35,75.35,2.51
5055-BRMNE,No,Femenino,No,Si,Si,67,Si,Si,Fibra optica,Si,No,No,Si,Si,Si,Doble,No,Tarjeta de credito,106.7,7009.5,3.56
5055-MGMGF,No,Femenino,No,Si,No,65,Si,Si,Fibra optica,Si,No,Si,No,Si,Si,Mensual,Si,Cheque electrónico,105.05,6914.95,3.5
5056-FIMPT,No,Femenino,No,No,Si,43,Si,No,Fibra optica,Si,Si,No,Si,Si,Si,Anual,Si,Tarjeta de credito,106.0,4532.3,3.53
5057-LCOUI,Yes,Femenino,No,No,No,39,No,Sin servicio telefonico,DSL,No,No,Si,No,Si,Si,Mensual,Si,Cheque electrónico,50.75,2011.4,1.69
5057-RKGLH,No,Femenino,No,Si,Si,9,Si,No,No,Sin servicio de internet,Sin servicio de internet,No internet service,No internet service,No internet service,No internet service,Doble,No,Cheque por correo,20.35,191.1,0.68
5060-TQUQN,No,Masculino,No,Si,Si,30,Si,Si,Fibra optica,No,Si,No,Si,No,No,Mensual,Si,Transferencia bancaria,83.55,2570.2,2.78
5061-PBXFW,No,Femenino,No,Si,Si,32,Si,No,DSL,Si,Si,No,Si,No,No,Mensual,No,Transferencia bancaria,61.4,1864.65,2.05
5062-CJJKH,No,Masculino,No,Si,Si,25,Si,No,DSL,No,Si,Si,No,No,No,Anual,No,Cheque por correo,53.65,1355.45,1.79
5063-IUOKK,No,Masculino,No,No,No,13,Si,No,No,Sin servicio de internet,Sin servicio de internet,No internet service,No internet service,No internet service,No internet service,Doble,No,Cheque por correo,19.75,265.75,0.66
5066-GFJMM,No,Femenino,No,Si,No,3,Si,No,No,Sin servicio de internet,Sin servicio de internet,No internet service,No internet service,No internet service,No internet service,Mensual,Si,Cheque por correo,19.9,45.75,0.66
5067-DGXLL,No,Masculino,No,No,No,2,Si,No,No,Sin servicio de internet,Sin servicio de internet,No internet service,No internet service,No internet service,No internet service,Mensual,No,Cheque por correo,20.25,36.8,0.68
5067-WJEUN,No,Masculino,No,Si,Si,67,Si,No,DSL,Si,Si,No,No,No,No,Doble,Si,Transferencia bancaria,54.2,3838.2,1.81
5067-XJQFU,No,Masculino,Si,Si,Si,66,Si,Si,Fibra optica,No,Si,Si,Si,Si,Si,Anual,Si,Cheque electrónico,108.45,7076.35,3.62
5071-FBJFS,No,Femenino,No,Si,Si,4,Si,No,DSL,Si,No,No,No,No,No,Mensual,No,Cheque electrónico,50.3,217.1,1.68
5073-RZGBK,No,Femenino,No,Si,Si,50,Si,Si,DSL,Si,Si,Si,Si,No,Si,Anual,Si,Transferencia bancaria,80.05,4042.2,2.67
5073-WXOYN,Yes,Femenino,No,No,No,60,No,Sin servicio telefonico,DSL,No,Si,No,No,Si,Si,Mensual,Si,Cheque electrónico,50.8,3027.4,1.69
5074-FBGHB,No,Masculino,No,No,No,64,Si,Si,Fibra optica,No,No,Si,Si,Si,Si,Anual,Si,Tarjeta de credito,104.65,6889.8,3.49
5075-JSDKI,No,Femenino,No,No,No,59,Si,Si,No,Sin servicio de internet,Sin servicio de internet,No internet service,No internet service,No internet service,No internet service,Doble,No,Cheque electrónico,24.45,1493.1,0.82
5076-YVXCM,No,Masculino,No,No,No,51,Si,Si,Fibra optica,No,No,No,No,No,Si,Mensual,No,Transferencia bancaria,83.4,4149.45,2.78
5077-DXTCG,Yes,Femenino,No,No,No,1,Si,No,DSL,No,No,No,No,No,No,Mensual,Si,Cheque electrónico,45.3,45.3,1.51
5081-NWSUP,No,Femenino,No,No,No,10,Si,No,DSL,No,Si,No,Si,No,Si,Anual,No,Cheque por correo,64.9,685.55,2.16
5083-QPLHM,,Masculino,No,Si,Si,14,Si,No,DSL,Si,Si,No,No,Si,No,Mensual,Si,Cheque electrónico,65.45,937.6,2.18
5084-OOVCJ,No,Femenino,No,Si,Si,17,Si,No,DSL,Si,No,No,Si,No,No,Mensual,Si,Tarjeta de credito,55.35,920.5,1.84
5087-SUURX,Yes,Femenino,No,Si,No,18,No,Sin servicio telefonico,DSL,No,No,Si,No,Si,No,Mensual,Si,Cheque electrónico,39.05,669.85,1.3
5088-QZLRL,No,Masculino,No,No,No,1,Si,No,No,Sin servicio de internet,Sin servicio de internet,No internet service,No internet service,No internet service,No internet service,Mensual,No,Cheque electrónico,20.65,20.65,0.69
5089-IFSDP,Yes,Femenino,No,Si,No,58,Si,Si,Fibra optica,Si,Si,Si,No,Si,Si,Doble,Si,Transferencia bancaria,109.45,6144.55,3.65
5090-EMGTC,No,Femenino,No,Si,No,59,Si,No,Fibra optica,No,Si,No,Si,Si,Si,Doble,Si,Cheque por correo,100.05,6034.85,3.34
5091-HFAZW,No,Femenino,No,No,No,2,Si,No,Fibra optica,Si,Si,No,No,Si,No,Mensual,Si,Cheque electrónico,91.15,168.5,3.04
5092-STPKP,No,Femenino,No,No,No,24,Si,No,DSL,Si,No,No,Si,No,No,Mensual,No,Tarjeta de credito,56.35,1381.2,1.88
5093-FEGLU,No,Femenino,No,Si,No,47,Si,No,No,Sin servicio de internet,Sin servicio de internet,No internet service,No internet service,No internet service,No internet service,Doble,No,Transferencia bancaria,19.65,921.55,0.65
5095-AESKG,Yes,Femenino,No,Si,No,3,Si,Si,Fibra optica,No,Si,No,No,No,Si,Mensual,Si,Tarjeta de credito,91.5,242.95,3.05
5095-ETBRJ,No,Femenino,No,Si,No,55,Si,No,DSL,Si,Si,No,Si,No,No,Doble,No,Cheque por correo,56.8,3112.05,1.89
5099-BAILX,Yes,Masculino,Si,Si,Si,43,Si,Si,Fibra optica,No,Si,Si,Si,Si,Si,Mensual,Si,Transferencia bancaria,110.75,4687.9,3.69
5103-MHMHY,Yes,Femenino,No,No,Si,1,Si,No,DSL,No,No,No,No,No,No,Mensual,No,Cheque por correo,45.95,45.95,1.53
5108-ADXWO,Yes,Masculino,No,No,No,11,Si,No,Fibra optica,Si,No,No,No,No,No,Mensual,Si,Cheque electrónico,73.5,791.75,2.45
5110-CHOPY,No,Femenino,No,No,No,60,No,Sin servicio telefonico,DSL,Si,No,Si,No,Si,Si,Doble,No,Cheque electrónico,53.6,3237.05,1.79
5115-GZDEL,No,Masculino,No,No,Si,72,No,Sin servicio telefonico,DSL,Si,Si,Si,Si,Si,Si,Doble,No,Tarjeta de credito,67.2,4671.7,2.24
5115-SQAAU,No,Femenino,No,Si,Si,69,Si,Si,No,Sin servicio de internet,Sin servicio de internet,No internet service,No internet service,No internet service,No internet service,Doble,Si,Transferencia bancaria,25.6,1673.4,0.85
5117-IFGPS,No,Masculino,Si,Si,No,29,Si,Si,Fibra optica,No,No,No,No,No,Si,Mensual,Si,Cheque electrónico,84.3,2357.75,2.81
5117-ZSMHQ,No,Femenino,No,Si,Si,71,Si,Si,DSL,Si,Si,Si,Si,Si,Si,Doble,No,Transferencia bancaria,89.9,6342.7,3.0
5118-MUEYH,No,Femenino,No,Si,No,48,Si,Si,Fibra optica,No,Si,No,Si,Si,Si,Mensual,Si,Tarjeta de credito,105.1,5083.55,3.5
5119-KEPFY,No,Masculino,No,Si,No,36,Si,Si,Fibra optica,No,No,No,No,Si,Si,Mensual,Si,Transferencia bancaria,95.0,3440.25,3.17
5119-NZPTV,No,Masculino,Si,Si,No,2,Si,No,Fibra optica,No,No,No,No,No,No,Mensual,No,Cheque electrónico,70.1,141.65,2.34
5120-ZBLAI,No,Femenino,No,Si,No,50,Si,Si,DSL,No,No,Si,No,Si,Si,Anual,No,Transferencia bancaria,75.7,3876.2,2.52
5122-CYFXA,No,Femenino,No,No,No,3,Si,No,DSL,No,Si,No,Si,Si,Si,Mensual,Si,Cheque electrónico,75.3,244.1,2.51
5124-EOGYE,No,Masculino,No,No,No,31,Si,No,No,Sin servicio de internet,Sin servicio de internet,No internet service,No internet service,No internet service,No internet service,Doble,No,Cheque por correo,20.45,638.55,0.68
5125-CNDSP,No,Masculino,No,No,Si,63,No,Sin servicio telefonico,DSL,Si,Si,No,Si,No,No,Anual,Si,Transferencia bancaria,40.6,2588.95,1.35
5126-RCXYW,No,Masculino,No,Si,Si,54,No,Sin servicio telefonico,DSL,No,No,Si,Si,No,Si,Doble,No,Tarjeta de credito,46.0,2424.05,1.53
5127-BZENZ,No,Femenino,No,Si,Si,56,Si,Si,DSL,Si,No,No,No,Si,No,Anual,No,Transferencia bancaria,65.2,3512.15,2.17
5129-HHMZC,No,Femenino,No,Si,No,43,Si,Si,DSL,Si,Si,No,Si,Si,Si,Doble,No,Tarjeta de credito,86.45,3574.5,2.88
5129-JLPIS,No,Masculino,No,No,No,25,Si,No,Fibra optica,Si,No,Si,Si,Si,Si,Mensual,Si,Cheque electrónico,105.5,2686.05,3.52
5130-IEKQT,Yes,Masculino,Si,No,No,25,Si,Si,Fibra optica,No,Si,Si,No,Si,Si,Mensual,No,Cheque por correo,105.95,2655.25,3.53
5130-YPIRV,No,Femenino,No,Si,No,62,Si,No,DSL,Si,Si,Si,No,Si,No,Doble,Si,Tarjeta de credito,72.0,4284.2,2.4
5131-PONJI,No,Masculino,No,Si,Si,49,Si,No,Fibra optica,No,Si,Si,No,Si,No,Mensual,Si,Tarjeta de credito,90.4,4494.65,3.01
5133-POWUA,No,Masculino,No,No,No,1,Si,No,DSL,No,No,No,No,No,No,Mensual,Si,Cheque por correo,45.8,45.8,1.53
5133-VRSAB,No,Masculino,No,No,No,8,No,Sin servicio telefonico,DSL,Si,No,No,No,No,No,Mensual,No,Cheque por correo,29.35,216.45,0.98
5134-IKDAY,Yes,Femenino,No,Si,Si,1,Si,No,Fibra optica,No,No,No,No,No,No,Mensual,Si,Cheque electrónico,69.8,69.8,2.33
5134-RCXTN,,Femenino,Si,Si,No,50,Si,Si,No,Sin servicio de internet,Sin servicio de internet,No internet service,No internet service,No internet service,No internet service,Anual,No,Cheque electrónico,25.2,1306.3,0.84
5135-GRQJV,No,Masculino,Si,Si,No,72,Si,Si,Fibra optica,Si,Si,Si,Si,Si,Si,Doble,Si,Cheque por correo,114.5,8331.95,3.82
5135-RDDQL,No,Femenino,No,Si,Si,63,Si,No,DSL,Si,No,No,No,No,No,Doble,Si,Transferencia bancaria,50.65,3221.25,1.69
5136-GFPMB,No,Masculino,No,No,No,54,Si,Si,Fibra optica,No,No,Si,No,No,Si,Mensual,No,Tarjeta de credito,89.4,4869.5,2.98
5136-KCKGI,Yes,Femenino,No,Si,Si,33,Si,Si,Fibra optica,Si,No,Si,No,Si,Si,Anual,Si,Cheque por correo,103.7,3467,3.46
5136-RGMZO,No,Masculino,No,No,No,31,Si,Si,DSL,No,Si,No,Si,Si,No,Mensual,Si,Cheque electrónico,71.05,2168.15,2.37
5138-WVKYJ,Yes,Masculino,No,No,No,10,Si,Si,Fibra optica,Si,No,No,No,Si,Si,Mensual,No,Cheque electrónico,98.55,1008.55,3.28
5140-FOMCQ,No,Femenino,No,Si,No,59,Si,Si,Fibra optica,Si,Si,Si,No,Si,Si,Anual,Si,Tarjeta de credito,109.15,6557.75,3.64
5141-ZUVBH,No,Femenino,No,No,Si,9,Si,No,Fibra optica,Si,No,Si,Si,No,Si,Mensual,No,Transferencia bancaria,93.0,870.25,3.1
5143-EGQFK,Yes,Femenino,Si,No,No,10,No,Sin servicio telefonico,DSL,No,No,No,Si,No,No,Mensual,Si,Cheque electrónico,29.65,291.4,0.99
5143-WMWOG,Yes,Masculino,No,No,No,1,Si,No,No,Sin servicio de internet,Sin servicio de internet,No internet service,No internet service,No internet service,No internet service,Mensual,No,Cheque electrónico,19.95,19.95,0.66
5144-PQCDZ,No,Masculino,No,No,No,4,Si,No,No,Sin servicio de internet,Sin servicio de internet,No internet service,No internet service,No internet service,No internet service,Mensual,Si,Cheque por correo,19.95,59.25,0.66
5144-TVGLP,No,Masculino,Si,No,No,38,Si,Si,Fibra optica,No,No,No,No,Si,Si,Mensual,No,Cheque electrónico,94.75,3653,3.16
5146-CBVOE,No,Femenino,No,No,No,16,Si,No,Fibra optica,No,Si,No,No,No,No,Mensual,No,Transferencia bancaria,75.1,1212.85,2.5
5146-YYFRZ,No,Masculino,No,No,No,67,Si,No,No,Sin servicio de internet,Sin servicio de internet,No internet service,No internet service,No internet service,No internet service,Doble,No,Transferencia bancaria,19.95,1311.75,0.66
5148-HKFIR,No,Femenino,No,No,No,20,Si,No,No,Sin servicio de internet,Sin servicio de internet,No internet service,No internet service,No internet service,No internet service,Doble,No,Cheque por correo,19.7,406.95,0.66
5148-ORICT,No,Femenino,No,Si,No,64,Si,No,DSL,Si,Si,Si,Si,No,Si,Doble,Si,Cheque por correo,74.35,4759.55,2.48
5149-CUZUJ,No,Masculino,No,Si,Si,28,Si,No,Fibra optica,No,Si,Si,Si,Si,No,Anual,No,Transferencia bancaria,92.9,2768.35,3.1
5149-QYTTU,No,Femenino,No,Si,Si,71,Si,Si,Fibra optica,Si,Si,Si,Si,No,No,Anual,Si,Tarjeta de credito,95.15,6770.85,3.17
5149-TGWDZ,No,Femenino,No,No,No,21,Si,No,Fibra optica,No,Si,Si,Si,Si,Si,Anual,Si,Cheque por correo,104.55,2239.4,3.48
5150-ITWWB,No,Masculino,Si,No,No,3,Si,Si,Fibra optica,No,No,No,No,Si,Si,Mensual,Si,Cheque electrónico,94.85,335.75,3.16
5150-LJNSR,No,Masculino,No,Si,Si,31,Si,Si,Fibra optica,Si,No,Si,No,Si,No,Anual,No,Transferencia bancaria,98.05,3082.1,3.27
5151-HQRDG,No,Masculino,No,Si,No,37,Si,Si,DSL,Si,No,No,No,No,No,Mensual,Si,Cheque por correo,55.05,2030.75,1.84
5153-LXKDT,No,Masculino,No,Si,Si,68,Si,Si,Fibra optica,Si,Si,Si,No,Si,Si,Doble,Si,Cheque electrónico,110.2,7467.5,3.67
5153-RTHKF,No,Femenino,No,No,No,34,Si,Si,Fibra optica,No,No,No,No,Si,No,Mensual,No,Cheque electrónico,85.35,2896.6,2.84
5154-VEKBL,Yes,Femenino,No,No,No,9,No,Sin servicio telefonico,DSL,Si,No,Si,Si,Si,Si,Mensual,No,Cheque por correo,58.5,539.85,1.95
5155-AZQPB,No,Femenino,No,Si,Si,28,Si,Si,DSL,No,No,No,No,No,No,Mensual,No,Cheque por correo,49.9,1410.25,1.66
5156-UMKOW,No,Femenino,No,No,Si,3,No,Sin servicio telefonico,DSL,No,Si,No,No,No,No,Mensual,No,Cheque por correo,29.65,90.05,0.99
5158-RIVOP,No,Femenino,No,Si,Si,11,Si,No,No,Sin servicio de internet,Sin servicio de internet,No internet service,No internet service,No internet service,No internet service,Doble,No,Tarjeta de credito,20.9,202.3,0.7
5159-YFPKQ,Yes,Femenino,No,No,No,2,Si,No,Fibra optica,No,No,Si,No,No,No,Mensual,Si,Cheque electrónico,75.8,160.75,2.53
5160-UXJED,No,Masculino,No,No,Si,17,Si,No,DSL,No,No,No,No,No,No,Anual,No,Cheque por correo,44.6,681.4,1.49
5161-UBZXI,No,Masculino,No,Si,Si,69,Si,No,Fibra optica,Si,Si,No,Si,Si,Si,Doble,Si,Tarjeta de credito,106.35,7261.75,3.54
5161-XEUVX,No,Masculino,No,Si,No,37,Si,Si,Fibra optica,No,No,Si,Si,Si,No,Doble,No,Cheque por correo,94.3,3460.95,3.14
5167-GBFRE,Yes,Masculino,Si,No,No,4,No,Sin servicio telefonico,DSL,No,No,No,No,No,No,Mensual,Si,Transferencia bancaria,25.2,102.5,0.84
5167-ZFFMM,Yes,Masculino,No,No,No,1,Si,Si,Fibra optica,No,Si,No,No,No,Si,Mensual,Si,Tarjeta de credito,90.85,90.85,3.03
5168-MQQCA,No,Femenino,No,Si,No,72,Si,Si,Fibra optica,No,Si,Si,Si,Si,Si,Anual,Si,Transferencia bancaria,108.5,8003.8,3.62
5168-MSWXT,No,Masculino,No,Si,Si,8,Si,No,Fibra optica,No,No,Si,No,Si,Si,Mensual,Si,Cheque electrónico,94.75,759.55,3.16
5170-PTRKA,No,Femenino,No,Si,Si,49,No,Sin servicio telefonico,DSL,Si,No,No,Si,No,No,Anual,Si,Tarjeta de credito,35.8,1782,1.19
5171-EPLKN,No,Masculino,No,No,No,27,Si,No,No,Sin servicio de internet,Sin servicio de internet,No internet service,No internet service,No internet service,No internet service,Doble,No,Tarjeta de credito,19.85,470,0.66
5172-MIGPM,No,Masculino,No,No,No,4,Si,Si,DSL,No,No,No,Si,No,Si,Mensual,No,Cheque por correo,65.55,237.2,2.18
5172-RKOCB,No,Masculino,No,Si,No,72,Si,Si,Fibra optica,Si,Si,No,Si,Si,Si,Doble,Si,Tarjeta de credito,108.95,7875,3.63
5173-WXOQV,No,Masculino,No,Si,No,2,Si,No,DSL,No,Si,No,Si,No,Si,Mensual,Si,Cheque por correo,64.2,143.65,2.14
5173-ZXXXL,No,Masculino,No,No,No,2,Si,No,No,Sin servicio de internet,Sin servicio de internet,No internet service,No internet service,No internet service,No internet service,Anual,No,Cheque por correo,19.95,47.7,0.66
5174-ITUMV,No,Masculino,No,Si,Si,67,Si,Si,Fibra optica,No,Si,Si,No,Si,Si,Anual,Si,Cheque electrónico,105.4,6989.45,3.51
5174-RNGBH,Yes,Femenino,No,No,No,9,Si,No,DSL,No,Si,No,Si,Si,No,Mensual,No,Cheque por correo,66.25,620.55,2.21
5175-AOBHI,Yes,Femenino,No,No,No,4,Si,No,DSL,No,No,No,No,No,No,Mensual,Si,Cheque por correo,46.0,193.6,1.53
5175-WLYXL,No,Masculino,No,No,No,22,Si,Si,Fibra optica,No,Si,No,No,No,No,Mensual,Si,Cheque por correo,78.85,1600.25,2.63
5176-LDKUH,No,Femenino,No,No,No,48,Si,No,Fibra optica,No,Si,No,No,No,No,Anual,No,Cheque electrónico,75.15,3772.65,2.51
5176-LMJXE,No,Femenino,No,No,No,47,Si,No,No,Sin servicio de internet,Sin servicio de internet,No internet service,No internet service,No internet service,No internet service,Doble,Si,Cheque por correo,20.55,945.7,0.68
5176-OLSKT,No,Femenino,No,Si,No,66,Si,Si,DSL,Si,Si,Si,No,No,No,Doble,No,Transferencia bancaria,66.9,4370.25,2.23
5177-RVZNU,No,Femenino,No,No,Si,37,Si,No,No,Sin servicio de internet,Sin servicio de internet,No internet service,No internet service,No internet service,No internet service,Anual,No,Transferencia bancaria,20.3,755.4,0.68
5178-LMXOP,Yes,Masculino,Si,Si,No,1,Si,Si,Fibra optica,No,No,No,No,Si,Si,Mensual,Si,Cheque electrónico,95.1,95.1,3.17
5180-UCIIQ,Yes,Masculino,Si,Si,Si,22,No,Sin servicio telefonico,DSL,Si,No,No,No,No,Si,Mensual,No,Cheque por correo,40.05,880.2,1.34
5181-OABFK,No,Femenino,No,Si,Si,56,Si,No,DSL,Si,Si,Si,No,No,No,Doble,Si,Tarjeta de credito,61.3,3346.8,2.04
5183-KLYEM,No,Femenino,No,No,No,72,Si,Si,Fibra optica,Si,Si,Si,Si,Si,Si,Doble,Si,Tarjeta de credito,112.75,8192.6,3.76
5183-SNMJQ,No,Masculino,No,No,No,10,Si,No,Fibra optica,No,No,No,Si,Si,Si,Mensual,Si,Tarjeta de credito,95.1,865.1,3.17
5186-EJEGL,No,Masculino,No,No,No,9,Si,No,DSL,Si,No,Si,Si,Si,No,Mensual,Si,Cheque por correo,69.5,653.25,2.32
5186-PEIZU,No,Femenino,No,No,No,35,Si,No,No,Sin servicio de internet,Sin servicio de internet,No internet service,No internet service,No internet service,No internet service,Mensual,No,Transferencia bancaria,19.25,617.65,0.64
5186-SAMNZ,Yes,Masculino,Si,No,No,1,Si,No,Fibra optica,No,No,No,No,No,No,Mensual,Si,Transferencia bancaria,69.5,69.5,2.32
5188-HGMLP,No,Masculino,Si,Si,No,54,Si,Si,Fibra optica,No,No,No,No,No,No,Mensual,No,Transferencia bancaria,74.0,3919.15,2.47
5192-EBGOV,Yes,Femenino,Si,No,No,1,Si,Si,Fibra optica,No,No,No,No,Si,No,Mensual,Si,Cheque electrónico,85.7,85.7,2.86
5193-QLVZB,No,Masculino,No,No,No,63,Si,Si,Fibra optica,No,Si,Si,No,Si,Si,Doble,Si,Transferencia bancaria,104.75,6536.5,3.49
5195-KPUNQ,No,Femenino,Si,No,No,53,Si,No,Fibra optica,Si,Si,No,Si,No,Si,Anual,Si,Cheque por correo,96.75,5206.55,3.22
5196-SGOAK,Yes,Femenino,No,No,No,1,Si,No,Fibra optica,No,Si,No,No,No,No,Mensual,Si,Cheque electrónico,75.7,75.7,2.52
5196-WPYOW,No,Masculino,No,Si,Si,67,Si,No,DSL,Si,Si,No,Si,No,No,Anual,No,Cheque por correo,60.05,3994.05,2.0
5197-LQXXH,No,Femenino,No,Si,No,71,Si,Si,DSL,No,Si,Si,Si,Si,Si,Doble,Si,Tarjeta de credito,83.3,5894.5,2.78
5197-PYEPU,No,Femenino,No,Si,Si,42,Si,Si,Fibra optica,Si,Si,No,No,Si,No,Anual,Si,Tarjeta de credito,94.45,3923.8,3.15
5197-YPYBZ,No,Femenino,No,Si,Si,12,Si,Si,No,Sin servicio de internet,Sin servicio de internet,No internet service,No internet service,No internet service,No internet service,Doble,No,Tarjeta de credito,25.25,274.7,0.84
5198-EFNBM,No,Masculino,Si,Si,No,57,Si,No,Fibra optica,No,Si,Si,No,Si,No,Anual,Si,Cheque electrónico,90.65,5199.8,3.02
5198-HQAEN,No,Masculino,No,Si,Si,35,Si,No,Fibra optica,No,Si,No,Si,Si,No,Anual,Si,Cheque electrónico,89.7,3165.6,2.99
5199-FPUSP,No,Masculino,No,No,Si,33,No,Sin servicio telefonico,DSL,Si,No,No,Si,No,No,Anual,No,Tarjeta de credito,34.05,1113.95,1.14
